Relative LMP error,Methods,Congestion State,System Scale,Case
0.005994327,Lossless DCOPF,Non-congested,Small systems,case39
0.000309559,Lossless DCOPF,Non-congested,Small systems,case39
0.015677016,Lossless DCOPF,Non-congested,Small systems,case39
0.022378617,Lossless DCOPF,Non-congested,Small systems,case39
0.015050937,Lossless DCOPF,Non-congested,Small systems,case39
0.007028407,Lossless DCOPF,Non-congested,Small systems,case39
0.004596303,Lossless DCOPF,Non-congested,Small systems,case39
0.000889367,Lossless DCOPF,Non-congested,Small systems,case39
0.00420261,Lossless DCOPF,Non-congested,Small systems,case39
0.011192779,Lossless DCOPF,Non-congested,Small systems,case39
0.009938197,Lossless DCOPF,Non-congested,Small systems,case39
0.041945657,Lossless DCOPF,Non-congested,Small systems,case39
0.004891998,Method in [18],Non-congested,Small systems,case39
0.000894319,Method in [18],Non-congested,Small systems,case39
0.003130726,Method in [18],Non-congested,Small systems,case39
0.003311865,Method in [18],Non-congested,Small systems,case39
0.003226336,Method in [18],Non-congested,Small systems,case39
0.003068554,Method in [18],Non-congested,Small systems,case39
0.003399892,Method in [18],Non-congested,Small systems,case39
0.003472975,Method in [18],Non-congested,Small systems,case39
0.004492862,Method in [18],Non-congested,Small systems,case39
0.002067591,Method in [18],Non-congested,Small systems,case39
0.002487411,Method in [18],Non-congested,Small systems,case39
0.002450358,Method in [18],Non-congested,Small systems,case39
0.002398205,Method in [18],Non-congested,Small systems,case39
0.00296782,Method in [18],Non-congested,Small systems,case39
0.002907072,Method in [18],Non-congested,Small systems,case39
0.002272924,Method in [18],Non-congested,Small systems,case39
0.002826777,Method in [18],Non-congested,Small systems,case39
0.003164465,Method in [18],Non-congested,Small systems,case39
0.000532402,Method in [18],Non-congested,Small systems,case39
0.000486361,Method in [18],Non-congested,Small systems,case39
0.001446328,Method in [18],Non-congested,Small systems,case39
0.000333944,Method in [18],Non-congested,Small systems,case39
0.000296618,Method in [18],Non-congested,Small systems,case39
0.002250497,Method in [18],Non-congested,Small systems,case39
0.002094046,Method in [18],Non-congested,Small systems,case39
0.002053646,Method in [18],Non-congested,Small systems,case39
0.003288402,Method in [18],Non-congested,Small systems,case39
0.000903167,Method in [18],Non-congested,Small systems,case39
0.000857754,Method in [18],Non-congested,Small systems,case39
5.29887E-05,Method in [18],Non-congested,Small systems,case39
0.003632735,Method in [18],Non-congested,Small systems,case39
0.002159642,Method in [18],Non-congested,Small systems,case39
0.001089413,Method in [18],Non-congested,Small systems,case39
0.000566701,Method in [18],Non-congested,Small systems,case39
0.000277343,Method in [18],Non-congested,Small systems,case39
0.001392577,Method in [18],Non-congested,Small systems,case39
0.003352593,Method in [18],Non-congested,Small systems,case39
0.002530491,Method in [18],Non-congested,Small systems,case39
0.005243669,Method in [18],Non-congested,Small systems,case39
0.002959801,Method in [22],Non-congested,Small systems,case39
0.000430969,Method in [22],Non-congested,Small systems,case39
0.001875636,Method in [22],Non-congested,Small systems,case39
0.002383321,Method in [22],Non-congested,Small systems,case39
0.002652442,Method in [22],Non-congested,Small systems,case39
0.002621369,Method in [22],Non-congested,Small systems,case39
0.00281264,Method in [22],Non-congested,Small systems,case39
0.002836016,Method in [22],Non-congested,Small systems,case39
0.00305902,Method in [22],Non-congested,Small systems,case39
0.001580132,Method in [22],Non-congested,Small systems,case39
0.001985867,Method in [22],Non-congested,Small systems,case39
0.001882191,Method in [22],Non-congested,Small systems,case39
0.001766997,Method in [22],Non-congested,Small systems,case39
0.002033223,Method in [22],Non-congested,Small systems,case39
0.001497429,Method in [22],Non-congested,Small systems,case39
0.000886124,Method in [22],Non-congested,Small systems,case39
0.001310614,Method in [22],Non-congested,Small systems,case39
0.001660842,Method in [22],Non-congested,Small systems,case39
0.000912606,Method in [22],Non-congested,Small systems,case39
0.000995785,Method in [22],Non-congested,Small systems,case39
0.000377123,Method in [22],Non-congested,Small systems,case39
0.000587434,Method in [22],Non-congested,Small systems,case39
0.000572857,Method in [22],Non-congested,Small systems,case39
0.00084724,Method in [22],Non-congested,Small systems,case39
0.001695199,Method in [22],Non-congested,Small systems,case39
0.000652114,Method in [22],Non-congested,Small systems,case39
0.001507027,Method in [22],Non-congested,Small systems,case39
0.000477564,Method in [22],Non-congested,Small systems,case39
0.001610013,Method in [22],Non-congested,Small systems,case39
0.000516339,Method in [22],Non-congested,Small systems,case39
0.00318555,Method in [22],Non-congested,Small systems,case39
0.001672182,Method in [22],Non-congested,Small systems,case39
0.00108283,Method in [22],Non-congested,Small systems,case39
0.001094684,Method in [22],Non-congested,Small systems,case39
0.000530833,Method in [22],Non-congested,Small systems,case39
0.001041368,Method in [22],Non-congested,Small systems,case39
0.002392568,Method in [22],Non-congested,Small systems,case39
0.002553575,Method in [22],Non-congested,Small systems,case39
0.003293375,Method in [22],Non-congested,Small systems,case39
0.003209844,Proposed method,Non-congested,Small systems,case39
0.000783549,Proposed method,Non-congested,Small systems,case39
0.002158741,Proposed method,Non-congested,Small systems,case39
0.002287797,Proposed method,Non-congested,Small systems,case39
0.002220142,Proposed method,Non-congested,Small systems,case39
0.002092018,Proposed method,Non-congested,Small systems,case39
0.002381086,Proposed method,Non-congested,Small systems,case39
0.002461266,Proposed method,Non-congested,Small systems,case39
0.003087444,Proposed method,Non-congested,Small systems,case39
0.001312379,Proposed method,Non-congested,Small systems,case39
0.001630711,Proposed method,Non-congested,Small systems,case39
0.00160462,Proposed method,Non-congested,Small systems,case39
0.001565936,Proposed method,Non-congested,Small systems,case39
0.002010286,Proposed method,Non-congested,Small systems,case39
0.00197206,Proposed method,Non-congested,Small systems,case39
0.001587862,Proposed method,Non-congested,Small systems,case39
0.001969317,Proposed method,Non-congested,Small systems,case39
0.002179917,Proposed method,Non-congested,Small systems,case39
4.91537E-06,Proposed method,Non-congested,Small systems,case39
1.58468E-05,Proposed method,Non-congested,Small systems,case39
0.001144005,Proposed method,Non-congested,Small systems,case39
0.000227352,Proposed method,Non-congested,Small systems,case39
0.000250555,Proposed method,Non-congested,Small systems,case39
0.001569949,Proposed method,Non-congested,Small systems,case39
0.000648619,Proposed method,Non-congested,Small systems,case39
0.001656595,Proposed method,Non-congested,Small systems,case39
0.002358903,Proposed method,Non-congested,Small systems,case39
0.000712589,Proposed method,Non-congested,Small systems,case39
0.000382124,Proposed method,Non-congested,Small systems,case39
0.000163758,Proposed method,Non-congested,Small systems,case39
0.002656199,Proposed method,Non-congested,Small systems,case39
0.001404429,Proposed method,Non-congested,Small systems,case39
0.000133319,Proposed method,Non-congested,Small systems,case39
8.2699E-05,Proposed method,Non-congested,Small systems,case39
0.000283953,Proposed method,Non-congested,Small systems,case39
0.000197629,Proposed method,Non-congested,Small systems,case39
0.001322269,Proposed method,Non-congested,Small systems,case39
0.00129063,Proposed method,Non-congested,Small systems,case39
0.003500622,Proposed method,Non-congested,Small systems,case39
0.007067327,Lossless DCOPF,Congested,Small systems,case57
0.001303752,Lossless DCOPF,Congested,Small systems,case57
0.022161186,Lossless DCOPF,Congested,Small systems,case57
0.02455893,Lossless DCOPF,Congested,Small systems,case57
0.019271892,Lossless DCOPF,Congested,Small systems,case57
0.009837119,Lossless DCOPF,Congested,Small systems,case57
0.004654886,Lossless DCOPF,Congested,Small systems,case57
0.013528317,Lossless DCOPF,Congested,Small systems,case57
0.032361211,Lossless DCOPF,Congested,Small systems,case57
0.046665685,Lossless DCOPF,Congested,Small systems,case57
0.047498825,Lossless DCOPF,Congested,Small systems,case57
0.038566679,Lossless DCOPF,Congested,Small systems,case57
0.048232866,Lossless DCOPF,Congested,Small systems,case57
0.048568878,Lossless DCOPF,Congested,Small systems,case57
0.034714187,Lossless DCOPF,Congested,Small systems,case57
0.040527111,Lossless DCOPF,Congested,Small systems,case57
0.030842472,Lossless DCOPF,Congested,Small systems,case57
0.025718309,Lossless DCOPF,Congested,Small systems,case57
0.072501554,Lossless DCOPF,Congested,Small systems,case57
0.083713287,Lossless DCOPF,Congested,Small systems,case57
0.086789703,Lossless DCOPF,Congested,Small systems,case57
0.085971814,Lossless DCOPF,Congested,Small systems,case57
0.087866022,Lossless DCOPF,Congested,Small systems,case57
0.097701196,Lossless DCOPF,Congested,Small systems,case57
0.107195962,Lossless DCOPF,Congested,Small systems,case57
0.098751342,Lossless DCOPF,Congested,Small systems,case57
0.051436502,Lossless DCOPF,Congested,Small systems,case57
0.023906729,Lossless DCOPF,Congested,Small systems,case57
0.002645869,Lossless DCOPF,Congested,Small systems,case57
0.132872804,Lossless DCOPF,Congested,Small systems,case57
0.169508477,Lossless DCOPF,Congested,Small systems,case57
0.147445479,Lossless DCOPF,Congested,Small systems,case57
0.151209496,Lossless DCOPF,Congested,Small systems,case57
0.143058775,Lossless DCOPF,Congested,Small systems,case57
0.133851674,Lossless DCOPF,Congested,Small systems,case57
0.120184759,Lossless DCOPF,Congested,Small systems,case57
0.109903214,Lossless DCOPF,Congested,Small systems,case57
0.082085669,Lossless DCOPF,Congested,Small systems,case57
0.11209341,Lossless DCOPF,Congested,Small systems,case57
0.121498888,Lossless DCOPF,Congested,Small systems,case57
0.048159706,Lossless DCOPF,Congested,Small systems,case57
0.100502321,Lossless DCOPF,Congested,Small systems,case57
0.047592337,Lossless DCOPF,Congested,Small systems,case57
0.071280639,Lossless DCOPF,Congested,Small systems,case57
0.033798974,Lossless DCOPF,Congested,Small systems,case57
0.047475102,Lossless DCOPF,Congested,Small systems,case57
0.065758435,Lossless DCOPF,Congested,Small systems,case57
0.070815269,Lossless DCOPF,Congested,Small systems,case57
0.06409318,Lossless DCOPF,Congested,Small systems,case57
0.07862008,Lossless DCOPF,Congested,Small systems,case57
0.045516771,Lossless DCOPF,Congested,Small systems,case57
0.060829741,Lossless DCOPF,Congested,Small systems,case57
0.086143727,Lossless DCOPF,Congested,Small systems,case57
0.067782956,Lossless DCOPF,Congested,Small systems,case57
0.035559027,Lossless DCOPF,Congested,Small systems,case57
0.119257905,Lossless DCOPF,Congested,Small systems,case57
0.131515563,Lossless DCOPF,Congested,Small systems,case57
0.029232238,Method in [18],Congested,Small systems,case57
0.023265126,Method in [18],Congested,Small systems,case57
0.004058648,Method in [18],Congested,Small systems,case57
0.021967653,Method in [18],Congested,Small systems,case57
0.0650716,Method in [18],Congested,Small systems,case57
0.08599761,Method in [18],Congested,Small systems,case57
0.115357556,Method in [18],Congested,Small systems,case57
0.160613433,Method in [18],Congested,Small systems,case57
0.101936131,Method in [18],Congested,Small systems,case57
0.075953515,Method in [18],Congested,Small systems,case57
0.078465977,Method in [18],Congested,Small systems,case57
0.059798621,Method in [18],Congested,Small systems,case57
0.057775136,Method in [18],Congested,Small systems,case57
0.044995812,Method in [18],Congested,Small systems,case57
0.03136778,Method in [18],Congested,Small systems,case57
0.051459152,Method in [18],Congested,Small systems,case57
0.040604817,Method in [18],Congested,Small systems,case57
0.017214297,Method in [18],Congested,Small systems,case57
0.003551265,Method in [18],Congested,Small systems,case57
0.015813157,Method in [18],Congested,Small systems,case57
0.031220896,Method in [18],Congested,Small systems,case57
0.033746513,Method in [18],Congested,Small systems,case57
0.031842926,Method in [18],Congested,Small systems,case57
0.002759498,Method in [18],Congested,Small systems,case57
0.013269283,Method in [18],Congested,Small systems,case57
0.010554289,Method in [18],Congested,Small systems,case57
0.065120503,Method in [18],Congested,Small systems,case57
0.084210491,Method in [18],Congested,Small systems,case57
0.094468301,Method in [18],Congested,Small systems,case57
0.0238912,Method in [18],Congested,Small systems,case57
0.045678378,Method in [18],Congested,Small systems,case57
0.048438736,Method in [18],Congested,Small systems,case57
0.049766861,Method in [18],Congested,Small systems,case57
0.054124418,Method in [18],Congested,Small systems,case57
0.05228614,Method in [18],Congested,Small systems,case57
0.049136541,Method in [18],Congested,Small systems,case57
0.046185546,Method in [18],Congested,Small systems,case57
0.03810025,Method in [18],Congested,Small systems,case57
0.047408253,Method in [18],Congested,Small systems,case57
0.050568825,Method in [18],Congested,Small systems,case57
0.070880985,Method in [18],Congested,Small systems,case57
0.07599052,Method in [18],Congested,Small systems,case57
